Name,Description,Author,Comment,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Up Tempo,Do [weaken]2[;] inflict [weaken]1 weaken[;]|reroll the dice,dummy,wildfirelike (wait isn't this rap but better),1,attack(2|WEAKEN);sfx(~_weaken~|~~|0.2);sfxdamage(target|2);givedice();,Mumble,COUNTDOWN,5,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,givedice();
Up Tempo_upgraded,Do [weaken]3[;] inflict [weaken]1 weaken[;]|reroll the dice,dummy,wildfirelike (wait isn't this rap but better),1,attack(3|WEAKEN);sfx(~_weaken~|~~|0.2);sfxdamage(target|3);givedice();,Mumble,COUNTDOWN,5,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,givedice();
Up Tempo_downgraded,Inflict [weaken]1 weaken[;]|reroll the dice,dummy,wildfirelike (wait isn't this rap but better),1,sfx(~_weaken~|~~|0.2);givedice();,Mumble,COUNTDOWN,5,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,givedice();
Vegetable Bowl,Do [sword]1 damage[;] reroll dice|(Cost [mana]2[]: do [sword]5 more),dummy,what if magician alt was like slime but mana? equivalents of infliction and cauldron exist in vanila too 'wait fruit bowl is useless',1,var dmg = 1;if(getstatusself(MANA) >= 2) { if(!simulation) removestatusself(MANA|2); dmg += 5;} if(!simulation) givedice(); attack(dmg);sfxdamage(target|dmg);,Regenerate,NORMAL,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(getstatusself(MANA) >= 2) removestatusself(MANA|2);
Vegetable Bowl_upgraded,Do [sword]2 damage[;] reroll dice|(Cost [mana]2[]: do [sword]5 more),dummy,what if magician alt was like slime but mana? equivalents of infliction and cauldron exist in vanila too 'wait fruit bowl is useless',1,var dmg = 2;if(getstatusself(MANA) >= 2) { if(!simulation) removestatusself(MANA|2); dmg += 5;} if(!simulation) givedice(); attack(dmg);sfxdamage(target|dmg);,Regenerate,NORMAL,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(getstatusself(MANA) >= 2) removestatusself(MANA|2);
Vegetable Bowl_downgraded,Do [sword]1 damage|(Cost [mana]2[]: do [sword]5 more),dummy,what if magician alt was like slime but mana? equivalents of infliction and cauldron exist in vanila too 'wait fruit bowl is useless',1,var dmg = 1;if(getstatusself(MANA) >= 2) { if(!simulation) removestatusself(MANA|2); dmg += 5;} attack(dmg);sfxdamage(target|dmg);,Regenerate,NORMAL,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(getstatusself(MANA) >= 2) removestatusself(MANA|2);
Dragonsword,Do [sword]<d6> damage[;]|on 6[;] gain [mana]2 mana,dummy,magician equivalent of sword. might be a bit underpowered. also i'm unsure if ai can handle it lol,2,var bon = 0;for(eq in self.equipment){if(eq.name == ~Combat Pot~ && eq.ready == false){bon += 1000;}attack(d);sfxdamage(target|d);sfx(~_metals~);if(actualdice[0].basevalue == 6){inflictself(MANA|2);sfx(~_mana~|~~|0.2);bonus(3000);} else {bonus(bon);,Plasma Gun,NORMAL,,RED,add1,decreaserange,,,0,NO,NO,,,,,,,,,,,,,if(actualdice[0].basevalue == 6){inflictself(MANA|2);sfx(~_mana~|~~|0.2);}
Combat Pot,Reroll a dice[;] on last use[;]|spend [mana]1 to re-use|[gray](Reuseable),nm,borrowed by dummy for magician alt,2,if(simulation){var bon = false;for(eq in self.equipment){if(eq.name == ~Dragonsword~ && eq.ready == true){bon = true;}}if(bon) bonus(1100 - (d/6)*1000);} else givedice();,Random Roll,NORMAL,,GRAY,change_power,complicate,,,2,YES,NO,,,,self.setvar(~combatpotkludge~|0);,,,,,,var manacost = false; if(getstatusself(MANA) >= 1 && e.usesleft == 1) { removestatusself(MANA|1); manacost = true; } var furykludge = false; if(self.gamevar != null) { if(self.gamevar.exists(~acidrainkludge~)) { if(self.getvar(~combatpotkludge~) == 1){ self.setvar(~combatpotkludge~|0); furykludge = true; } } } if(manacost && !furykludge) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); },,,
Enchanted Dagger,Do [sword]<d6>[;] on 3[;] gain [mana]1|[gray](Reuseable),dummy,magician equivalent of dagger. idk,1,attack(d);sfxdamage(target|d);sfx(~_metals~);if(actualdice[0].basevalue == 3){inflictself(MANA|1);sfx(~_mana~|~~|0.2);},Steal,MAX3,,RED,add1,change_power,,,0,NO,NO,,,,,,,,,,,,,if(actualdice[0].basevalue == 3){inflictself(MANA|1);sfx(~_mana~|~~|0.2);}
Enchanted Dagger_downgraded,Do [sword]<d6>[;] on 2[;] gain [mana]1|[gray](Reuseable),dummy,magician equivalent of dagger. idk,1,attack(d);sfxdamage(target|d);sfx(~_metals~);if(actualdice[0].basevalue == 2){inflictself(MANA|1);sfx(~_mana~|~~|0.2);},Steal,MAX2,,RED,add1,change_power,,,0,NO,NO,,,,,,,,,,,,,if(actualdice[0].basevalue == 2){inflictself(MANA|1);sfx(~_mana~|~~|0.2);}
Enchanted Lockpick,Split a dice in two|(Cost [mana]1[]: split into three),dummy,magician equivalent of lockpick. idk (1),1,var splitinto = 2;if(getstatusself(MANA) >= 1){splitinto++;if(!simulation) removestatusself(MANA|1);}givedice(split(d|splitinto)|~splitdice~);,Magic Lockpick,MIN4,,GREEN,change_power,complicate,,,0,YES,NO,,,,,,,,,,,,,
Enchanted Lockpick_upgraded,Split a dice in two|(Cost [mana]1[]: split into four),dummy,magician equivalent of lockpick. idk (1),1,var splitinto = 2;if(getstatusself(MANA) >= 1){splitinto += 2;if(!simulation) removestatusself(MANA|1);}givedice(split(d|splitinto)|~splitdice~);,Magic Lockpick,MIN4,,GREEN,change_power,complicate,,,0,YES,NO,,,,,,,,,,,,,
Mana Blaster,Do [sword]<d6> damage[;]|gain [mana]1 mana,dummy,magician equivalent of plasma blaster,1,attack(d);sfxdamage(target|d);sfx(~_plasma~);inflictself(MANA|1);sfx(~_mana~|~~|0.2);,Plasma Gun,MAX5,,RED,increaserange,complicate,,,0,NO,NO,,,,,,,,,,,,,inflictself(MANA|1);sfx(~_mana~|~~|0.2);
Repeater,Do [sword]2 damage|(Cost [mana]1[]: do double)|[gray](Reuseable),dummy,magician equivalent of pea shooter,1,var dmg = 2;if(getstatusself(MANA) >= 1){dmg +=2;if(!simulation) removestatusself(MANA|1);}attack(dmg);sfxdamage(target|dmg);,Pea Gun,COUNTDOWN,5,RED,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,removestatusself(MANA|1);
Repeater_upgraded,Do [sword]3 damage|(Cost [mana]1[]: do double)|[gray](Reuseable),dummy,magician equivalent of pea shooter,1,var dmg = 3;if(getstatusself(MANA) >= 1){dmg +=3;if(!simulation) removestatusself(MANA|1);}attack(dmg);sfxdamage(target|dmg);,Pea Gun,COUNTDOWN,5,RED,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,removestatusself(MANA|1);
Repeater_downgraded,Do [sword]1 damage|(Cost [mana]1[]: do double)|[gray](Reuseable),dummy,magician equivalent of pea shooter,1,var dmg = 1;if(getstatusself(MANA) >= 1){dmg +=1;if(!simulation) removestatusself(MANA|1);}attack(dmg);sfxdamage(target|dmg);,Pea Gun,COUNTDOWN,5,RED,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,removestatusself(MANA|1);
Enchanted Spanner,Combine dice[;] gain [mana]1,dummy,magician equivalent of ,1,for(ad in actualdice) { if(ad.basevalue != 6) bonus(100); } if(d >= 1) givedice(d| ~combinedice~); inflictself(MANA|1); sfx(~_mana~|~~|0.2);,Battle Wrench,NORMAL|NORMAL,,YELLOW,change_power,complicate,,,0,YES,NO,,,,,,,,,,,,,
Enchanted Spanner_upgraded,Combine dice[;] gain [mana]1|[gray](Reuseable),dummy,magician equivalent of ,1,for(ad in actualdice) { if(ad.basevalue != 6) bonus(100); } if(d >= 1) givedice(d| ~combinedice~); inflictself(MANA|1); sfx(~_mana~|~~|0.2);,Battle Wrench,NORMAL|NORMAL,,YELLOW,change_power,complicate,,,3,YES,NO,,,,,,,,,,,,,
Snap,Do [sword]3 damage[;]|on 6[;] gain [mana]2 mana,dummy,magician equivalent ,2,attack(3); sfxdamage(target|3);if(d == 6) { inflictself(MANA|2); sfxdamage(target|3);  sfx(~_mana~|~~|0.2); } else { sfxdamage(target|3); },,MIN3,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(d == 6) { inflictself(MANA|2); sfx(~_mana~|~~|0.2); }
Snap_upgraded,Do [sword]5 damage[;]|on 6[;] gain [mana]1 mana,dummy,magician equivalent ,2,attack(5); sfxdamage(target|5);if(d == 6) { inflictself(MANA|1);  sfx(~_mana~|~~|0.2); } ,,MIN3,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(d == 6) { inflictself(MANA|1); sfx(~_mana~|~~|0.2); }
Snap_downgraded,Do [sword]2 damage[;]|on 6[;] gain [mana]1 mana,dummy,magician equivalent ,2,attack(2); sfxdamage(target|2);if(d == 6) { inflictself(MANA|1);  sfx(~_mana~|~~|0.2); } ,,MIN3,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(d == 6) { inflictself(MANA|1); sfx(~_mana~|~~|0.2); }
Snaap,Do [sword]2 damage|(Cost [mana]1[]: return a 6),dummy,zlonk+,2,attack(2); sfxdamage(target|2);if(getstatusself(MANA) >= 1) { givedice(6);if(!simulation) removestatusself(MANA|1);},,NORMAL,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(getstatusself(MANA) >= 1) { givedice(6);if(!simulation) removestatusself(MANA|1);}
Snaap_upgraded,Do [sword]2 damage|(Cost [mana]1[]: return two 6s),dummy,zlonk+,2,attack(2); sfxdamage(target|2);if(getstatusself(MANA) >= 1) { givedice([6|6]);if(!simulation) removestatusself(MANA|1);},,NORMAL,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(getstatusself(MANA) >= 1) { givedice([6|6]);if(!simulation) removestatusself(MANA|1);}
Snaap_downgraded,Do [sword]1 damage|(Cost [mana]1[]: return a 6),dummy,zlonk+,2,attack(1); sfxdamage(target|1);if(getstatusself(MANA) >= 1) { givedice(6);if(!simulation) removestatusself(MANA|1);},,NORMAL,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(getstatusself(MANA) >= 1) { givedice(6);if(!simulation) removestatusself(MANA|1);}
Poisonous Moves,Add [poison]1 poison|on countdown reduce|Add [poison]1 poison,CoolDude,,2,inflict(POISON|1); sfx(~_poison~);,Poison Arrow,COUNTDOWN,10,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,if(e.dicehistory.length > 0){ e.dicehistory = []; inflict(POISON|1); sfx(~_poison~); };,,,,,
Poisonous Moves_upgraded,Add [poison]1 poison|on countdown reduce|Add [poison]2 poison,CoolDude,,2,inflict(POISON|2); sfx(~_poison~);,Poison Arrow,COUNTDOWN,10,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,if(e.dicehistory.length > 0){ e.dicehistory = []; inflict(POISON|1); sfx(~_poison~); };,,,,,
Poisonous Moves_downgraded,Add [poison]1 poison,CoolDude,,2,inflict(POISON|1); sfx(~_poison~);,Poison Arrow,COUNTDOWN,10,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,if(e.dicehistory.length > 0){ e.dicehistory = []; inflict(POISON|1); sfx(~_poison~); };,,,,,
Hall of Poison,Add [poison]1 poison every turn|[gray](Reuseable),CoolDude,What do you mean it is a bad idea?,1,inflict(~hallofpoison~); bonus(1000);,Infinity Mirror,REQUIRE6,,PURPLE,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,
Hall of Poison_upgraded,Add [poison]1 poison every turn|[gray](Reuseable),CoolDude,,1,inflict(~hallofpoison~); bonus(1000);,Infinity Mirror,MIN5,,PURPLE,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,
Hall of Poison_downgraded,Add 1 poison|[gray](Reuseable),CoolDude,,1,inflict(POISON|1); sfx(~_poison~); ,Infinity Mirror,EVEN,,PURPLE,change_power,change_power,,,3,NO,NO,,,,,,,,,,,,,
Poisonous 6,Receive [poison]1 poison on countdown|Get a 6,CoolDude,,1,givedice(6);,Magic 6,COUNTDOWN,6,PURPLE,change_power,change_power,,,0,YES,NO,,,,,,,,if(e.dicehistory.length > 0){ e.dicehistory = []; inflictself(POISON|1); sfx(~_poison~); };,,,,,
Poisonous 6_upgraded,Take [sword]1 on countdown|Get a 6,CoolDude,,1,givedice(6);,Magic 6,COUNTDOWN,6,PURPLE,change_power,change_power,,,0,YES,NO,,,,,,,,if(e.dicehistory.length > 0){ e.dicehistory = []; attackself(1); };,,,,,
Poisonous 6_downgraded,Receive [poison]1 poison on countdown|Get a 6,CoolDude,,1,givedice();,Magic 6,COUNTDOWN,6,PURPLE,change_power,change_power,,,0,YES,NO,,,,,,,,if(e.dicehistory.length > 0){ e.dicehistory = []; inflictself(POISON|1); sfx(~_poison~); };,,,,,
Cosmic Ray,Your other equipment|each gains +1 use,Lub of Wibi,,1,/*not implementing it lol. you'll need to modify all the equipment to have an extra line on their description and gain 1 use; and then revert that at the end of the turn. not impossible but diceymodding is a slog*/,Plasma Gun,DOUBLES|DOUBLES,,PURPLE,,,,,0,YES,NO,unfinished|excludefromrandomlists,,,,,,,,,,,,
Starvation,Take [heart]<timesused> damage|Deal [sword]<timesused> damage|+1 to both each use|,Trobby,- WITCH EPISODE 2 -,2,attack(e.timesused+1); attackself(e.timesused+1); sfxdamage(self|e.timesused+1);sfxdamage(target|e.timesused+1);,,NORMAL,,ORANGE,,,,,-1,NO,NO,finale,,,,,,,,,,,,
Empty Vessel,[moxred][moxgreen](0%)[moxblue][]: No effect|Else: Deal [sword]<d6> damage,Trobby,OTHER,2,if(getstatusself(~moxred~)==1 && getstatusself(~moxgreen~)==1 && getstatusself(~moxblue~)==1){target.textparticle(~No effect!~);} else {attack(d); sfxdamage(target|d);},,NORMAL,,GRAY,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Three Eyes,[moxred]: Roll a one|[moxgreen](25%): Roll a one|[moxblue]: Roll a one,Trobby,,2,if(getstatusself(~moxred~)==1){givedice(1);} if(getstatusself(~moxgreen~)==1){givedice(1);} if(getstatusself(~moxblue~)==1){givedice(1);},,NORMAL,,GRAY,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Geck,[moxred]: Do [sword]<d6> damage|Else: Gain [moxred]Red_Mox[],Trobby,RED MOX,2,if(getstatusself(~moxred~)==1){attack(d); sfxdamage(target|d);} else {inflictself(~moxred~); self.setvar(~moxredgain~|true);},,NORMAL,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Cat,Gain [moxred]Red_Mox[]|Return the dice|,Trobby,,2,inflictself(~moxred~); self.setvar(~moxredgain~|true); givedice(d);,,NORMAL,,RED,,,,,3,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Squirrel,Gain [moxred]Red_Mox[]|Return the dice,Trobby,,2,inflictself(~moxred~); self.setvar(~moxredgain~|true); givedice(d);,,NORMAL,,RED,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Mantis God,[moxred]: Do [sword]<d6> damage|Return the dice|Else: Only return the dice,Trobby,,2,if(getstatusself(~moxred~)==1){attack(d); sfxdamage(target|d);} else {self.textparticle(~Needs red mox!~);target.textparticle(~No effect!~);} givedice(d);,,MAX3,,RED,,,,,3,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Grizzly,[moxred]: Do [sword]<d6> damage,Trobby,,2,if(getstatusself(~moxred~)==1){attack(d); sfxdamage(target|d);} else {self.textparticle(~Needs red mox!~);target.textparticle(~No effect!~);},,NORMAL|FREE3,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Wolf,[moxred]: Do [sword]<d6> damage,Trobby,,2,if(getstatusself(~moxred~)==1){attack(d); sfxdamage(target|d);} else {self.textparticle(~Needs red mox!~);target.textparticle(~No effect!~);},,NORMAL|FREE1,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Stoat,[moxred]: Do [sword]<d6> damage|Else: Do [sword]<d6>-2 damage|[gray]zzzzzzzz...[]|[gray]...total...misplay...[],Trobby,,2,if(getstatusself(~moxred~)==1){attack(d); sfxdamage(target|d);} else {attack(d-2); sfxdamage(target|d-2);},,MIN3,,RED,,,,,0,NO,NO,excludefromrandomlists|weakenavoid|weakenimmune|talking,,,,runscript(~quickmod/talkingcardhandler~|[self|target|e|e.name+e.namemodifier]);,,,,,,,,
Pack Rat,[moxred]: Move discard to draw|then shuffle draw pile,Trobby,,2,if(getstatusself(~moxred~)==1){Deck.movediscardtodraw(); sfx(~jester_discard~);} else {self.textparticle(~Needs red mox!~);target.textparticle(~No effect!~);},,MIN3,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Emerald Crystal,Gain [moxgreen]Green_Mox[]|[moxgreen]: Deal [sword]1 damage,Trobby,GREEN MOX,2,if(getstatusself(~moxgreen~)==1){attack(d); sfxdamage(target|d);} inflictself(~moxgreen~);,,EVEN,,GREEN,,,,,0,YES,NO,excludefromrandomlists|weakenavoid|weakenimmune,,,,,,,,,,,,
Green Mox Template,[moxgreen](odds%): ?|Else: ?,Trobby,Template for green mox,2,if(getstatusself(~moxgreen~)==1){var odds = 50; if(getstatusself(~luck~) > 0){ odds /= 1+getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 0; } if(chance(odds)) { self.textparticle(~Green Mox has faded!~); removestatusself(~moxgreen~); } /*CODE HERE*/} else {/*CODE HERE*/ self.textparticle(~Needs green mox!~);target.textparticle(~No effect!~);},,NORMAL,,GREEN,,,,,0,NO,NO,excludefromrandomlists|unfinished,,,,,,,,,,,,
Peridot Golem,[moxgreen](0%): Do [sword]<d6> damage,Trobby,,2,if(getstatusself(~moxgreen~)==1){attack(d); sfxdamage(target|d);} else {self.textparticle(~Needs green mox!~);target.textparticle(~No effect!~);},,MAX4,,GREEN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Senior Sage,[moxgreen](50%): Do [sword]<d6> damage,Trobby,,2,if(getstatusself(~moxgreen~)==1){var odds = 50; if(getstatusself(~luck~) > 0){ odds /= 1+getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 0; } if(chance(odds)) { self.textparticle(~Green Mox has faded!~); removestatusself(~moxgreen~); } attack(d); sfxdamage(target|d);} else {/*CODE HERE*/ self.textparticle(~Needs green mox!~);target.textparticle(~No effect!~);},,NORMAL,,GREEN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Junior Sage,[moxgreen](10%): Do [sword]<d6> damage|,Trobby,,2,if(e.getvar(~hadmox~)) {attack(d); sfxdamage(target|d);} else {self.textparticle(~Needs green mox!~); Deck.advance();} if(e.getvar(~epicfail~)) {if(e.getvar(~hadmox~)) {self.textparticle(~Green Mox has faded!~);} target.textparticle(~Junior Sage perishes!~); removestatusself(~moxgreen~); Deck.advance(); },,MAX2,,GREEN,,,,,-1,NO,NO,excludefromrandomlists,,,,,,,,,if(getstatusself(~moxgreen~)==1){e.setvar(~hadmox~|true); var odds = 10; if(getstatusself(~luck~) > 0){ odds /= 1+getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 0; } if(chance(odds)) { e.setvar(~epicfail~|true); e.usesleft = 0; } else { e.setvar(~epicfail~|false); }} else {e.setvar(~hadmox~|false); e.setvar(~epicfail~|true); e.usesleft = 0;},,,
Greenbeard,[moxgreen](100%): Do [sword]8 damage,Trobby,,2,if(getstatusself(~moxgreen~)==1){self.textparticle(~Green Mox has faded!~); removestatusself(~moxgreen~); attack(8); sfxdamage(target|8);} else {self.textparticle(~Needs green mox!~);target.textparticle(~No effect!~);},,COUNTDOWN,4,GREEN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Goobert,[moxgreen](20%): Duplicate the dice|[gray]Sorry[;] I'm not as good[]|[gray]as The Master...[],Trobby,,2,var mistake = 20; if(getstatusself(~moxgreen~)==1){var odds = 20; if(getstatusself(~luck~) > 0){ odds /= 1+getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 0; } mistake = odds; if(chance(odds)) { self.textparticle(~Green Mox has faded!~); removestatusself(~moxgreen~); mistake += 30; } if(chance(mistake)) { self.textparticle(~Would The Master|be proud?~); trace(~Would The Master be proud?~); givedice([d|d]); } else {self.textparticle(~I may have made|some mistakes...~); trace(~I may have made|some mistakes...~); givedice([d|d+rand([1|-1])]);}} else {self.textparticle(~Needs green mox!~);target.textparticle(~No effect!~);},,RANGE25,,GREEN,,,,,0,YES,NO,excludefromrandomlists|weakenavoid|weakenimmune|talking,,,,runscript(~quickmod/talkingcardhandler~|[self|target|e|e.name+e.namemodifier]);,,,,,,,,
Trapmage,[moxgreen](50%): Lock dice of <d6>|Else: Lock dice that roll 2|[gray]You smell like predator...[],Trobby,,2,if(getstatusself(~moxgreen~)==1){var odds = 50; if(getstatusself(~luck~) > 0){ odds /= 1+getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 0; } if(chance(odds)) { self.textparticle(~Green Mox has faded!~); removestatusself(~moxgreen~); } inflict(~counter_~ + d); sfx(~_lock~|~~|0.2);} else {inflict(~counter_2~); sfx(~_lock~|~~|0.2);},,NORMAL,,GREEN,,,,,0,NO,NO,excludefromrandomlists|weakenavoid|weakenimmune|talking,,,,runscript(~quickmod/talkingcardhandler~|[self|target|e|e.name+e.namemodifier]);,,,,,,,,
Trapmage_upgraded,[moxgreen](50%): Lock dice of <d6>|Else: Lock dice that roll 2|Trapped dice are sold for [gold]1|[gray]You want to trade?[],Trobby,,2,if(getstatusself(~moxgreen~)==1){var odds = 50; if(getstatusself(~luck~) > 0){ odds /= 1+getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 0; } if(chance(odds)) { self.textparticle(~Green Mox has faded!~); removestatusself(~moxgreen~); } inflict(~counter_~ + d); sfx(~_lock~|~~|0.2);} else {inflict(~counter_2~); sfx(~_lock~|~~|0.2);} inflict(~lockedgoldtarget~);,,NORMAL,,GREEN,,,,,0,NO,NO,excludefromrandomlists|weakenavoid|weakenimmune|talking,,,,runscript(~quickmod/talkingcardhandler~|[self|target|e|e.name+e.namemodifier]);,,,,,,,,
The Limoncello@mox,Do [fire]<d6> damage and [fire]1 burn|On 8 or [moxgreen](75%): Reuse this,Trobby/Adr,Thanks ADR for the idea,2,attack(d*2|FIRE); sfxdamage(target|d); inflict(FIRE); sfx(~_burn~); if(d == 4 # getstatusself(~moxgreen~)==1) { bonus(100); },,DOUBLES|DOUBLES,,GREEN,,,,,0,NO,NO,excludefromrandomlists,,,self.setvar(~limoncello~|0);,,,,,,var evencost = false; if(d == 4 # getstatusself(~moxgreen~)==1) { evencost = true; } var furykludge = false; if(self.gamevar != null) { if(self.gamevar.exists(~limoncello~)) { if(self.getvar(~limoncello~) == 1){ self.setvar(~limoncello~|0); furykludge = true; } } } if(evencost && !furykludge) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); } if(d != 4 && getstatusself(~moxgreen~)==1){var odds = 75; if(getstatusself(~luck~) > 0){ odds /= 1+getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 0; } if(chance(odds)) { self.textparticle(~Green Mox has faded!~); removestatusself(~moxgreen~); }},,,
The Limoncello@mox_upgraded,Do [fire]<d6> damage and [fire]1 burn|On 8 or [moxgreen](75%): Reuse this,Trobby/Adr,Thanks ADR for the idea,2,attack(d|FIRE); sfxdamage(target|d); inflict(FIRE); sfx(~_burn~); if(d == 8 # getstatusself(~moxgreen~)==1) { bonus(100); },,DOUBLES|DOUBLES,,GREEN,,,,,0,NO,NO,excludefromrandomlists,,,self.setvar(~limoncello~|0);,,,,,,var evencost = false; if(d == 8 # getstatusself(~moxgreen~)==1) { evencost = true; } var furykludge = false; if(self.gamevar != null) { if(self.gamevar.exists(~limoncello~)) { if(self.getvar(~limoncello~) == 1){ self.setvar(~limoncello~|0); furykludge = true; } } } if(evencost && !furykludge) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); } if(d != 8 && getstatusself(~moxgreen~)==1){var odds = 75; if(getstatusself(~luck~) > 0){ odds /= 1+getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 0; } if(chance(odds)) { self.textparticle(~Green Mox has faded!~); removestatusself(~moxgreen~); }},,,
The Limoncello@mox_downgraded,Do [fire]<slotdoubles> damage and [fire]1 burn|On 2x4 or [moxgreen](75%): Reuse this,Trobby/Adr,Thanks ADR for the idea,2,attack(d|FIRE); sfxdamage(target|d); inflict(FIRE); sfx(~_burn~); if(d == 4 # getstatusself(~moxgreen~)==1) { bonus(100); },,DOUBLES|DOUBLES,,GREEN,,,,,0,NO,NO,excludefromrandomlists,,,self.setvar(~limoncello~|0);,,,,,,var evencost = false; if(d == 4 # getstatusself(~moxgreen~)==1) { evencost = true; } var furykludge = false; if(self.gamevar != null) { if(self.gamevar.exists(~limoncello~)) { if(self.getvar(~limoncello~) == 1){ self.setvar(~limoncello~|0); furykludge = true; } } } if(evencost && !furykludge) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); } if(d != 4 && getstatusself(~moxgreen~)==1){var odds = 75; if(getstatusself(~luck~) > 0){ odds /= 1+getstatusself(~luck~); } if(getstatusself(~luck+~) > 0){ odds = 0; } if(chance(odds)) { self.textparticle(~Green Mox has faded!~); removestatusself(~moxgreen~); }},,,
Energy Conduit,Discard|As long as this is in view[;]|gain [moxblue]Blue_Mox[],Trobby,BLUE MOX,2,,,,,BRIGHTCYAN,,,,,0,YES,NO,excludefromrandomlists|powercard|curseavoid|weakenavoid|weakenimmune|totemblue,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Magibot,[moxblue]: Do [sword]<d6> damage,Trobby,,2,if(getstatusself(~moxblue~)==1){attack(d); sfxdamage(target|d);} else {self.textparticle(~Needs blue mox!~);target.textparticle(~No effect!~);},,NORMAL,,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Shieldbot,[moxblue]: Gain [shield]3 shield,Trobby,,2,if(getstatusself(~moxblue~)==1){inflictself(~shield~|3); sfx(~_shield~);} else {self.textparticle(~Needs blue mox!~);target.textparticle(~No effect!~);},,ODD,,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Gamblobot,[moxblue]: Do [sword]1-6 damage,Trobby,,2,if(getstatusself(~moxblue~)==1){attack(rand([1|2|3|4|5|6])); sfxdamage(target|d);} else {self.textparticle(~Needs blue mox!~);target.textparticle(~No effect!~);},,COUNTDOWN,3,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Magic Oil,Reroll the dice|[moxblue]: Do [sword]2 damage|Else: Do [sword]1 damage,Trobby,,2,givedice(); if(getstatusself(~moxblue~)==1){attack(2); sfxdamage(target|2);} else {attack(1); sfxdamage(target|1);},,NORMAL,,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
